番号,地点記号,掲載地点名,緯度,経度,MSL潮位表基準面,MSL標高,潮位表基準面標高,M2振幅,M2遅角,S2振幅,S2遅角,K1振幅,K1角度,O1振幅,O1遅角,分潮一覧表,備考
210,ZE,田後,35゜36',134゜19',20.0,25.5,5.5,6.10,65.93,2.20,83.33,5.08,342.19,5.19,314.05,-,
211,T6,津居山,35゜39',134゜50',17.0,-,-,5.92,69.47,2.05,87.40,5.00,342.13,4.97,313.42,-,
212,T2,宮津,35゜32',135゜12',18.0,-,-,6.28,68.22,2.29,88.87,5.07,341.92,5.13,314.34,-,
213,MZ,舞鶴,35゜29',135゜23',19.0,27.3,8.3,6.08,71.08,2.25,90.59,5.12,342.31,5.24,314.56,2015年,
214,XM,敦賀,35゜40',136゜04',18.0,-,-,5.75,72.86,2.11,95.60,5.07,342.50,5.28,315.29,-,
215,ZG,三国,36゜15',136゜09',18.0,29.7,11.7,5.57,81.02,1.85,104.96,4.89,347.61,5.10,319.42,-,
216,T1,金沢,36゜37',136゜36',20.0,-,-,5.68,76.07,1.99,98.33,5.22,344.32,5.32,318.13,-,
217,Z7,輪島,37゜24',136゜54',20.0,23.1,3.1,5.89,79.68,2.10,103.95,5.48,345.59,5.46,319.59,-,
218,SZ,能登,37゜30',137゜09',20.0,27.2,7.2,5.76,80.12,2.11,106.34,5.41,346.31,5.39,319.30,2015年,
219,XO,七尾,37゜03',136゜58',20.0,-,-,6.24,83.73,2.25,110.17,5.30,347.87,5.38,321.91,-,
220,XQ,伏木富山,36゜48',137゜04',20.0,-,-,5.95,81.28,2.16,106.59,5.29,345.83,5.21,319.99,-,
221,SN,新湊,36゜47',137゜07',20.0,-,-,5.83,80.88,2.14,108.02,5.18,346.86,5.19,320.02,-,
222,TY,富山,36゜46',137゜13',22.0,29.0,7.0,5.89,81.87,2.16,108.27,5.31,346.67,5.22,319.84,2015年,
223,T3,直江津,37゜11',138゜15',19.0,-,-,5.89,81.82,2.10,111.09,5.31,345.33,5.33,320.28,-,
224,ZC,柏崎,37゜21',138゜31',21.0,26.9,5.9,5.62,86.27,2.07,114.64,5.31,347.80,5.34,321.79,-,
225,S6,新潟西港,37゜56',139゜04',17.0,-,-,5.47,88.20,2.03,118.80,5.22,348.84,5.33,323.16,-,
226,I5,新潟東港,37゜59',139゜13',17.0,-,-,5.90,88.82,2.25,122.98,5.51,349.52,5.44,323.46,-,
227,ZN,小木,37゜49',138゜17',19.0,4.9,-14.1,5.57,86.12,2.04,115.04,5.32,347.73,5.37,322.23,-,
228,RZ,両津,38゜05',138゜26',18.0,-,-,5.68,87.49,2.02,118.33,5.37,347.84,5.39,322.76,-,
229,S0,佐渡,38゜19',138゜31',18.0,6.5,-11.5,5.60,87.29,2.09,118.68,5.36,347.27,5.46,322.88,2015年,
230,QR,粟島,38゜28',139゜15',20.0,10.5,-9.5,5.41,89.69,2.03,121.80,5.23,349.10,5.32,323.29,-,
231,ZB,鼠ヶ関,38゜34',139゜33',20.0,28.7,8.7,5.22,92.91,1.98,125.78,5.17,350.86,5.22,324.58,-,
232,S9,酒田,38゜55',139゜49',21.0,-,-,5.32,93.24,2.06,126.47,5.34,350.69,5.40,324.31,-,
233,ZQ,飛島,39゜11',139゜33',19.0,1.4,-17.6,5.31,93.86,2.03,126.78,5.32,349.98,5.39,324.94,-,
234,S1,秋田,39゜45',140゜04',19.0,-,-,5.23,96.65,2.10,130.37,5.35,351.32,5.38,325.92,-,
235,S2,船川港,39゜55',139゜51',18.0,-,-,5.45,95.59,2.07,135.24,5.38,348.43,5.41,325.57,-,
236,ZI,男鹿,39゜57',139゜42',18.0,27.9,9.9,5.13,101.59,2.01,136.78,5.37,353.63,5.33,329.12,-,
237,FK,深浦,40゜39',139゜56',18.0,30.3,12.3,5.08,97.39,2.06,132.30,5.27,352.64,5.28,326.80,2015年,
